ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile
145-52-7759|213107464520598|Linda|Savage|F|387 Edwards Run Apt. 577|Newton|WI|53063|43.9836|-87.7848|1552|Scientist, audiological|1971-07-07|942980716796|adults_50up_female_rural.json
751-11-1722|6011620281237106|Stephen|Simpson|M|86604 Ryan Hill Suite 859|Pikeville|KY|41501|37.5161|-82.5173|23298|Meteorologist|1962-04-11|715386118277|adults_50up_male_urban.json
298-67-3350|3589477352287059|Jason|Hernandez|M|43318 Rivera Circle|Independence|MO|64052|39.075|-94.4499|123373|Psychotherapist|1996-04-28|174351854333|adults_2550_male_urban.json
652-72-3704|343446945964881|Martin|Harris|M|34249 David Pike|Nash|TX|75569|33.4344|-94.1219|2874|Theatre manager|1993-09-27|844583114318|adults_2550_male_urban.json
590-99-9703|3597320331922273|Shelly|Morris|F|87675 Mason Crest|Malvern|PA|19355|40.0468|-75.531|24760|Financial adviser|1962-12-23|431902534649|adults_50up_female_urban.json
395-91-7774|378581932426870|John|Mccormick|M|652 Michelle Walk|Dallas|TX|75225|32.8628|-96.7918|1263321|Psychologist, prison and probation services|1969-10-31|737749731245|adults_50up_male_urban.json
435-28-9172|4520375830943|Gary|Bartlett|M|094 Deborah Row Suite 604|Plano|TX|75074|33.0277|-96.6777|278067|Graphic designer|1937-01-06|62815058136|adults_50up_male_urban.json
844-04-7714|3572781050922217|Jason|Singleton|M|0518 Lucero Fields|Altus|OK|73521|34.6484|-99.3205|21636|Visual merchandiser|1979-04-22|20347208422|adults_2550_male_urban.json
689-41-2773|3580660138241271|Amanda|Franklin|F|04485 Matthew Port Apt. 971|New York City|NY|10019|40.7651|-73.9858|1577385|Commercial horticulturist|1970-09-01|102727075425|adults_50up_female_urban.json
089-24-5202|3520357134324069|Michele|Thompson|F|563 Joshua Flats|Indianapolis|IN|46202|39.7851|-86.1595|910148|Editor, film/video|1957-10-02|326328515090|adults_50up_female_urban.json
451-34-1515|30595587209621|Joshua|Clark|M|4358 Davis Trail Apt. 437|Littleton|MA|01460|42.5401|-71.4877|8924|Games developer|1974-10-04|567430885007|adults_50up_male_urban.json
191-61-2291|30559690515027|Jennifer|Cook|F|54278 Karen Mill|Cartersville|GA|30120|34.187|-84.8204|60163|Warehouse manager|1950-02-25|650500480945|adults_50up_female_urban.json
446-94-6543|30345957640389|Ashley|Simmons|F|690 William Hills Apt. 922|Florissant|MO|63031|38.8069|-90.3401|108973|Lecturer, further education|1962-01-03|339690675628|adults_50up_female_urban.json
145-45-7516|6011702324412332|Jessica|Ramsey|F|850 Moore Courts|Kaplan|LA|70548|29.9771|-92.3025|10353|Public affairs consultant|1953-08-29|753980774675|adults_50up_female_urban.json
218-61-6166|30316252654698|Jennifer|Jones|F|903 Katrina Land Suite 580|Philadelphia|PA|19143|39.9448|-75.2288|1526206|Tree surgeon|1966-04-08|827207137194|adults_50up_female_urban.json
080-83-3770|4303461562624460|Megan|Castillo|F|2268 Steven Corner Suite 160|Cleveland|OH|44130|41.3826|-81.7964|769341|Designer, multimedia|1981-05-17|138809158775|adults_2550_female_urban.json
394-88-7450|675966046418|Larry|Lang|M|575 Rodriguez Fall Suite 861|Flushing|MI|48433|43.072|-83.8424|26497|Dealer|1987-12-22|369397066379|adults_2550_male_urban.json
725-76-4225|4607401775091|Melissa|King|F|408 White Knolls Suite 075|Kissimmee|FL|34743|28.3306|-81.3544|228365|Human resources officer|1981-09-15|41386230573|adults_2550_female_urban.json
366-94-0600|180032181227641|Haley|Ellis|F|897 Charles Landing|Evanston|IL|60202|42.0302|-87.6865|79009|Arboriculturist|1985-07-11|666350219258|adults_2550_female_urban.json
654-13-6258|213154660241611|Rebecca|Duncan|F|883 Nicholas Mountains Apt. 642|Key Biscayne|FL|33149|25.6921|-80.1625|12389|Health and safety inspector|2000-06-15|736593604664|adults_2550_female_urban.json
409-24-4669|4630624479513305310|Lisa|Chandler|F|695 Alvarez Point Apt. 555|Xenia|OH|45385|39.6842|-83.9369|37247|Logistics and distribution manager|2000-03-11|488864467814|adults_2550_female_urban.json
875-96-8176|4646091785135|Paul|Moreno|M|5770 Colleen Expressway Suite 966|Jackson|MS|39213|32.3553|-90.2171|233060|Advice worker|1972-12-15|611104644344|adults_50up_male_urban.json
241-49-8808|4911633194226864|Harold|Robinson|M|5158 Perez Lodge Suite 747|Glen Allen|VA|23060|37.6628|-77.534|65336|Designer, graphic|1956-05-22|961745872624|adults_50up_male_urban.json
296-01-8728|372169666309326|Leonard|Gordon|M|960 Bishop Expressway|Pensacola|FL|32503|30.4564|-87.2104|254917|Teacher, adult education|2010-08-17|518082556633|young_adults_male_urban.json
380-03-9853|4883275327352417|Stephanie|Clark|F|3973 Teresa Parkway Apt. 952|Shippensburg|PA|17257|40.0514|-77.5195|27996|Financial risk analyst|1977-10-31|792259168873|adults_2550_female_urban.json
008-96-0530|4876164819807709|Eileen|Ross|F|6876 Dale Vista|Medical Lake|WA|99022|47.615|-117.704|8820|Garment/textile technologist|1942-01-29|909493428775|adults_50up_female_urban.json
811-15-2769|375237341517733|Peter|Peterson|M|7494 Kathleen Drive Suite 035|Poteet|TX|78065|29.0994|-98.6241|10831|Surveyor, rural practice|1973-02-09|783241936602|adults_50up_male_urban.json
734-21-9301|4774222946430390|Elizabeth|Silva|F|8867 Teresa Row Apt. 985|Jacksonville|FL|32218|30.4507|-81.6626|847415|Scientist, research (medical)|1963-08-03|413924735462|adults_50up_female_urban.json
497-83-2771|180027601534337|Brittany|Franklin|F|357 Hudson Route|Medford|OR|97501|42.2818|-122.9054|86561|Administrator, charities/voluntary organisations|1975-07-20|823946427847|adults_50up_female_urban.json
802-68-3742|3550615814888106|Jillian|Mills|F|2337 Billy Rest|Glen Oaks|NY|11004|40.7481|-73.7114|14016|Geographical information systems officer|1978-01-14|307313395397|adults_2550_female_urban.json
195-94-1044|4033399771805131|John|Ramos|M|18939 Evans Branch Suite 173|Torrance|CA|90505|33.8106|-118.3507|174353|Theme park manager|1974-05-19|699245439987|adults_50up_male_urban.json
468-01-4125|6572587844483546|Michael|Gordon|M|27058 Simpson Fall Apt. 641|Brooklyn|NY|11216|40.6794|-73.9496|2504700|Probation officer|1970-01-04|701550402279|adults_50up_male_urban.json
843-24-3172|2243484587149393|Michael|Morris|M|2292 Frye Mountains|Kent|OH|44240|41.1449|-81.3498|43585|Therapist, nutritional|1987-11-25|458654182972|adults_2550_male_urban.json
276-30-4307|30452455574696|James|Butler|M|65274 Lori Flats Apt. 445|Arvada|CO|80003|39.8286|-105.0655|122111|Aeronautical engineer|1997-04-26|469533752431|adults_2550_male_urban.json
334-72-9175|3539874113257978|Tristan|Arroyo|M|734 Brown Centers Suite 485|Louisville|KY|40210|38.2306|-85.7905|736284|Primary school teacher|1958-08-10|313204503271|adults_50up_male_urban.json
138-96-1213|372294938173597|Joshua|Guerrero|M|021 Krueger Lake Suite 325|Montgomery|AL|36117|32.3736|-86.1833|214703|Psychotherapist|1961-11-22|503489061585|adults_50up_male_urban.json
204-87-4244|4216667080850960851|Richard|Vasquez|M|119 Terri Tunnel Apt. 828|Lake Worth|FL|33460|26.6182|-80.056|215808|Chartered loss adjuster|1996-06-09|672026861824|adults_2550_male_urban.json
196-97-1198|4477251295786060|Kenneth|Smith|M|03562 Foley Prairie Suite 873|Waldorf|MD|20603|38.6294|-76.9769|78078|Teacher, special educational needs|1989-12-10|390521432741|adults_2550_male_urban.json
733-74-2501|4342108902851|Tina|Murphy|F|33426 Hall Forge Suite 027|Dawson Springs|KY|42408|37.1964|-87.682|6737|Community pharmacist|1970-04-11|27380905918|adults_50up_female_urban.json
762-95-3418|6011776336911283|Susan|Ramsey|F|31795 Perry Fords|Long Beach|CA|90804|33.7857|-118.1357|471952|Chemical engineer|1980-07-27|557485858302|adults_2550_female_urban.json
262-66-1835|30006661554163|Tracy|Pearson|M|167 Stephanie Harbor|Lemont|IL|60439|41.7074|-87.9756|22919|Jewellery designer|1978-05-18|154813683149|adults_2550_male_urban.json
182-73-0152|4270093459626222|Timothy|Sanford|M|1207 Kevin Road|Wilmington|NC|28411|34.3033|-77.8039|186140|Midwife|1971-01-30|927322011674|adults_50up_male_urban.json
329-04-0424|347026086982219|Alexis|Prince|F|1177 Chase Plain|Phoenix|AZ|85050|33.6863|-111.9963|1312922|Printmaker|1975-11-28|941175104607|adults_50up_female_urban.json
653-01-5103|38425859177938|Calvin|Robertson|M|11649 John Glen|Lawrenceville|GA|30043|34.0031|-84.0126|228867|Electrical engineer|1993-09-20|724689961870|adults_2550_male_urban.json
728-60-9680|180025652906032|William|Smith|M|26509 Webb Key|Cleveland|TN|37311|35.1313|-84.875|88774|Emergency planning/management officer|1965-11-05|956183041136|adults_50up_male_urban.json
592-52-7408|4948714855240|Glenda|Wiggins|F|158 Brown Lakes Suite 082|New Orleans|LA|70113|29.9405|-90.0848|382333|Chief Marketing Officer|1987-04-15|912497728410|adults_2550_female_urban.json
564-92-4845|4476818268323039|Morgan|Gomez|F|880 Ryan Square|Louisa|KY|41230|38.1043|-82.6056|11730|Set designer|1986-11-23|408738093816|adults_2550_female_urban.json
697-22-3708|3589634064686776|Frank|Griffith|M|14843 Brian Loop Apt. 272|Tampa|FL|33625|28.0726|-82.559|717255|Financial manager|1954-02-19|864968782067|adults_50up_male_urban.json
430-51-9690|4513426192371|Brenda|Hill|F|18481 Hall Mill Suite 189|Brooklyn|NY|11212|40.6625|-73.9145|2504700|Programme researcher, broadcasting/film/video|1992-02-26|77969447328|adults_2550_female_urban.json
773-93-5594|4641769274381199537|Sean|Ortega|M|0144 Bowman Isle Suite 451|Camp Lejeune|NC|28547|34.6909|-77.3614|21884|Administrator, Civil Service|1961-12-08|782118402127|adults_50up_male_urban.json
249-75-8110|4417899698601|Kyle|Garza|M|113 Carpenter Station|Thief River Falls|MN|56701|48.0763|-96.149|12690|Trade mark attorney|1996-01-01|895164940732|adults_2550_male_urban.json
763-06-5691|4798066039205140|Thomas|Pham|M|5553 Griffin Causeway Suite 742|Dublin|TX|76446|32.0909|-98.3455|9000|Engineer, manufacturing systems|1951-04-05|848507201049|adults_50up_male_urban.json
664-42-6576|347155983541164|Erik|Crawford|M|3475 Shaffer Lake|Saraland|AL|36571|30.8332|-88.0934|14423|Designer, jewellery|1949-07-02|188803791662|adults_50up_male_urban.json
115-25-9533|4882691311964258562|Casey|Cruz|M|915 Scott Canyon Apt. 824|Bellevue|WA|98008|47.6115|-122.1162|131324|Agricultural engineer|2002-05-29|246936966829|young_adults_male_urban.json
225-32-3701|30320430977682|Juan|Carroll|M|89696 Mann Lakes Suite 655|Omaha|NE|68106|41.2403|-95.998|518429|Farm manager|1958-09-17|594080540921|adults_50up_male_urban.json
710-18-5271|3589218785193583|Samantha|Walker|F|079 Crawford Mews Apt. 208|Brielle|NJ|08730|40.1077|-74.0635|4774|Production assistant, radio|1983-04-21|715365440842|adults_2550_female_urban.json
356-62-2423|2281494097626379|Eric|Terry|M|3986 Katie Springs Suite 090|Urbandale|IA|50322|41.6295|-93.723|41731|Materials engineer|1996-07-01|131372087427|adults_2550_male_urban.json
073-79-1043|180023392207159|Ann|Shah|F|6725 Cody Knoll Apt. 647|Dallas|TX|75203|32.746|-96.807|1263321|Chemical engineer|1971-03-08|284260548113|adults_50up_female_urban.json
233-45-1337|371840908051204|Victor|Rice|M|6409 Villarreal Extensions|Charleston|IL|61920|39.4869|-88.1761|25594|Energy engineer|1963-06-17|681338501091|adults_50up_male_urban.json
549-28-5657|5595927282709082|Stacy|Leon|F|4152 Rachel Parks|Oswego|NY|13126|43.4394|-76.4613|37205|Engineer, automotive|1971-12-24|170095751791|adults_50up_female_urban.json
346-59-8979|6518153523736055|Anthony|Haas|M|918 Elizabeth Islands Suite 834|Enola|PA|17025|40.2922|-76.9432|16778|IT sales professional|1970-12-27|490208135304|adults_50up_male_urban.json
300-81-6985|6561707158796472|Willie|Townsend|M|031 Mcclain Summit|Castlewood|VA|24224|36.8764|-82.2876|6734|Teacher, English as a foreign language|1963-11-24|191309813587|adults_50up_male_urban.json
757-07-8754|501846358064|Parker|Warren|M|503 Stephen Ferry|El Cajon|CA|92020|32.7928|-116.9665|165433|Environmental consultant|1996-09-13|350952131121|adults_2550_male_urban.json
209-64-3388|3506314035263563|Amanda|Thomas|F|469 Harris Wells|Winnsboro|LA|71295|32.1592|-91.7108|14343|Government social research officer|1939-11-25|757671759353|adults_50up_female_urban.json
844-53-6179|4749060723111271286|Erin|Harding|F|648 Mitchell Port Suite 116|Oak Park|MI|48237|42.4662|-83.184|29319|Engineer, drilling|1985-04-07|98570397425|adults_2550_female_urban.json
510-26-2083|213177113062110|Dana|Gilbert|F|279 Elizabeth Parkway Apt. 350|Jacksonville|FL|32219|30.4034|-81.7635|847415|Teacher, adult education|1962-06-15|374318041477|adults_50up_female_urban.json
257-23-5737|30306624813239|Gabriella|Griffith|F|1398 Hawkins Divide|Drexel Hill|PA|19026|39.9503|-75.304|30738|Sports development officer|1991-05-25|352033457692|adults_2550_female_urban.json
702-09-6717|213192550213068|Aaron|Brown|M|130 Andrew View Suite 964|Saint Joseph|MO|64506|39.7893|-94.8043|87116|Warden/ranger|1955-06-23|495582391252|adults_50up_male_urban.json
244-88-8038|3557727853242641|Stephen|Richardson|M|4207 Page Plains|Huntington Park|CA|90255|33.9769|-118.2161|75066|Ergonomist|1966-09-20|442327898749|adults_50up_male_urban.json
642-46-3410|6567776755562839|Danielle|Marquez|F|957 Brooks Inlet|North Highlands|CA|95660|38.6707|-121.3781|30714|Engineer, production|1953-04-04|156306012771|adults_50up_female_urban.json
556-84-7411|4033582686270369241|Victoria|Becker|F|693 Robert Mountain|Saint Louis|MI|48880|43.4278|-84.5952|10669|Financial trader|1964-04-02|815476979831|adults_50up_female_urban.json
499-41-8694|3511100051553232|Elizabeth|Jones|F|775 Keith Courts Apt. 226|San Jose|CA|95120|37.2144|-121.8574|973849|Commissioning editor|1965-05-27|449332129349|adults_50up_female_urban.json
566-81-7694|3531271026767201|Kevin|Huerta|M|9927 Tara Skyway Suite 515|Columbia|MO|65203|38.9348|-92.3639|139474|Broadcast presenter|1989-02-15|146790108627|adults_2550_male_urban.json
694-51-2450|2235415970996255|Samuel|Lee|M|075 Brett Garden Suite 476|Beech Grove|IN|46107|39.7154|-86.0933|12774|Leisure centre manager|1973-04-05|296526499506|adults_50up_male_urban.json
778-85-7506|4580290904637664|Andrew|Powers|M|5866 Anderson Key Suite 837|Thomasville|NC|27360|35.8713|-80.0913|46084|Herbalist|1997-07-18|91339663037|adults_2550_male_urban.json
688-11-5221|213102131251297|Robert|Maxwell|M|05912 Welch Isle|Homeland|CA|92548|33.7453|-117.1118|6643|Claims inspector/assessor|1979-10-20|135774933611|adults_2550_male_urban.json
143-26-1330|4106330165837374|Lisa|Lopez|F|907 William Common Apt. 342|Baton Rouge|LA|70806|30.4485|-91.13|378909|Special effects artist|1972-06-18|769612379088|adults_50up_female_urban.json
780-10-3084|4326949684364539|Joseph|Pena|M|2101 Cooper Street Apt. 961|Orangeburg|SC|29118|33.5675|-80.9248|48149|Product designer|2004-03-26|741930984619|young_adults_male_urban.json
603-99-5923|3594575757475832|Darren|Jackson|M|7756 Melton Mountain Suite 226|Glendale|CA|91202|34.1652|-118.2656|172817|Personnel officer|1970-04-19|29848451208|adults_50up_male_urban.json
808-41-6250|4650622923106724|Devin|Gonzalez|M|2484 James Rest Suite 662|Los Angeles|CA|90003|33.9653|-118.2727|2383912|Ranger/warden|1940-10-04|734306692746|adults_50up_male_urban.json
109-09-5297|3594238736704257|Lydia|Sutton|F|192 Peterson Landing Apt. 597|Springfield|VA|22152|38.7757|-77.2337|104396|Biomedical scientist|1945-07-22|489702334696|adults_50up_female_urban.json
253-27-5345|3557485953259391|Leon|Li|M|9705 Patrick Drive|Clifton|NJ|07011|40.8789|-74.1425|83648|Youth worker|1973-08-22|87280843357|adults_50up_male_urban.json
474-78-4359|2463425073305596|John|Thomas|M|7598 Madison Rue Apt. 991|Mason City|IA|50401|43.1499|-93.1954|29837|Hotel manager|1990-10-16|67574524011|adults_2550_male_urban.json
200-68-8260|4660443240061572768|Justin|Wheeler|M|47439 Mitchell Radial Apt. 501|Philadelphia|PA|19131|39.9845|-75.2282|1526206|Associate Professor|1937-03-02|360209190597|adults_50up_male_urban.json
378-19-5166|3580656259045996|Amanda|Hunt|F|1122 Alexandra Station|Naperville|IL|60563|41.7896|-88.169|160668|Farm manager|1999-05-26|829323221273|adults_2550_female_urban.json
366-44-1330|6517680866281373|Christopher|Farmer|M|30800 Timothy Canyon Apt. 322|Uniontown|AR|72955|35.5748|-94.4349|438|Restaurant manager, fast food|1990-05-22|353559384303|adults_2550_male_rural.json
650-86-6485|676147068107|Curtis|Johnson|M|705 Bonnie Land|New York City|NY|10002|40.7152|-73.9877|1577385|Sales executive|1996-02-05|914392434026|adults_2550_male_urban.json
218-20-8786|676394485863|Christopher|Harris|M|3546 Debra Mission Apt. 798|Windsor|NY|13865|42.0745|-75.6728|6371|Optician, dispensing|2004-04-11|202742170531|young_adults_male_urban.json
397-14-3369|4394570394380|Alexander|Smith|M|3765 Joyce Rapids|Mattapan|MA|02126|42.2739|-71.0939|25562|Diagnostic radiographer|1988-12-08|540825799270|adults_2550_male_urban.json
612-37-4072|2720100900404768|Nicholas|Ali|M|53365 Joshua Shoal|Venetia|PA|15367|40.2755|-80.0598|8731|Advertising copywriter|1961-07-06|847386180903|adults_50up_male_urban.json
123-39-2324|4310720113798440979|Amy|Holt|F|66007 Rivas Loop|Storm Lake|IA|50588|42.6474|-95.1961|12756|Economist|1936-11-29|17063506144|adults_50up_female_urban.json
046-85-1033|4734043370096873043|Helen|George|F|8255 Malik Route Suite 629|Lindsay|OK|73052|34.8211|-97.5998|6315|Operational investment banker|1987-01-11|512699308134|adults_2550_female_urban.json
786-38-2419|4865619425577825|Stacy|Cooper|F|582 Tiffany Turnpike|Cleveland|OH|44129|41.3897|-81.7351|769341|Engineer, land|1965-08-17|763751208644|adults_50up_female_urban.json
844-54-1834|213181904823573|Bruce|Dennis|M|686 Barbara Summit Suite 137|Los Angeles|CA|90005|34.0585|-118.3012|2383912|Designer, furniture|1997-04-30|763792714260|adults_2550_male_urban.json
193-92-0010|213172143643815|Trevor|Lee|M|41321 Jon Crest|Murfreesboro|TN|37130|35.8478|-86.3647|158701|Pharmacist, hospital|1994-04-30|394900229484|adults_2550_male_urban.json
011-90-9791|4653469979907075502|David|Wells|M|169 Avery Spur Suite 060|Ocean City|MD|21842|38.3811|-75.1138|11089|Ranger/warden|1998-03-28|995397538040|adults_2550_male_urban.json
259-70-1509|2241765397054878|Claire|Jenkins|F|290 Jones Falls|Littlefield|TX|79339|33.9212|-102.3207|7230|Psychologist, educational|2000-04-06|765684182938|adults_2550_female_urban.json
821-69-0799|4872742049561213776|Danielle|Hughes|F|0423 Glenn Prairie|Rosemead|CA|91770|34.0658|-118.0853|62097|Research officer, political party|1994-09-22|782666446589|adults_2550_female_urban.json
718-15-1664|4299077560858169|John|Ramirez|M|11457 Hunter Gardens Apt. 102|Brooklyn|NY|11233|40.6784|-73.9211|2504700|Chartered legal executive (England and Wales)|1958-08-03|204313400834|adults_50up_male_urban.json
457-85-8945|377129618033247|Brandi|Miles|F|0801 Richards Branch|Red Valley|AZ|86544|35.2375|-109.523|1267|Immunologist|1930-04-26|892839453531|adults_50up_female_rural.json
250-62-3499|4773126881224|Shannon|Thomas|F|8192 Courtney Loop|Minerva|OH|44657|40.742|-81.1031|10334|Medical illustrator|1954-07-28|248840133947|adults_50up_female_urban.json
